time,text,lower_text,sdf,event
Thu Aug 26 19:09:11 +0000 2010,"RT @SumireSputnik: 1.- Naces
2.- Creces
3.-Te cierran el metro porque un pendejo será el presidente
4.-Mueres en una balacera #EnriquePe ...","rt @sumiresputnik: 1.- naces
2.- creces
3.-te cierran el metro porque un pendejo será el presidente
4.-mueres en una balacera #enriquepe ...",#VALUE!,-1
Fri Jan 06 03:37:24 +0000 2012,RT @subversivos_: http://t.co/za2qXzrV #Video:Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes ‏@Promet ...,rt @subversivos_: http://t.co/za2qxzrv #video:reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes ‏@promet ...,#VALUE!,2
Fri Jun 01 01:31:39 +0000 2012,RT @subversivos_: http://t.co/za2qXzrV #Video:Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes ‏@IberoA ...,rt @subversivos_: http://t.co/za2qxzrv #video:reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes ‏@iberoa ...,#VALUE!,2
Wed Dec 08 10:11:53 +0000 2010,RT @subversivos_: http://t.co/za2qXzrV #Video:Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes ‏@apasio ...,rt @subversivos_: http://t.co/za2qxzrv #video:reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes ‏@apasio ...,#VALUE!,2
Tue Dec 13 20:18:34 +0000 2011,RT @subversivos_: http://t.co/za2qXzrV #Video:Reina de belleza de México muere en balacera entre el Ejército y narcotraficantes ‏@anonyo ...,rt @subversivos_: http://t.co/za2qxzrv #video:reina de belleza de méxico muere en balacera entre el ejército y narcotraficantes ‏@anonyo ...,#VALUE!,2
Wed Jul 13 16:53:14 +0000 2011,"RT @Srita_Swinger: Al final lo que queda es abrazarse, confiar en el otro, amar y dejar dejarse amar en medio de la balacera que es la v ...","rt @srita_swinger: al final lo que queda es abrazarse, confiar en el otro, amar y dejar dejarse amar en medio de la balacera que es la v ...",#VALUE!,-1
Mon Nov 26 14:52:06 +0000 2012,"RT @Srita_Swinger: Al final lo que queda es abrazarse, confiar en el otro, amar y dejar dejarse amar en medio de la balacera que es la v ...","rt @srita_swinger: al final lo que queda es abrazarse, confiar en el otro, amar y dejar dejarse amar en medio de la balacera que es la v ...",#VALUE!,-1
Thu Aug 04 04:09:52 +0000 2011,RT @spanishNY: MX. Miss Sinaloa killed tonight in gunfire. Drugwar. RT @vanguardiamx: Muere en balacera reina de Belleza de Sinaloa http ...,rt @spanishny: mx. miss sinaloa killed tonight in gunfire. drugwar. rt @vanguardiamx: muere en balacera reina de belleza de sinaloa http ...,#VALUE!,2
Thu Nov 12 04:36:57 +0000 2009,RT @soyunhereje: Fallece reina de belleza de Sinaloa durante balacera http://t.co/xM37wjrV,rt @soyunhereje: fallece reina de belleza de sinaloa durante balacera http://t.co/xm37wjrv,#VALUE!,2
Sat Nov 07 06:02:09 +0000 2009,RT @soyunhereje: Fallece reina de belleza de Sinaloa durante balacera http://t.co/xM37wjrV,rt @soyunhereje: fallece reina de belleza de sinaloa durante balacera http://t.co/xm37wjrv,#VALUE!,2
Sat Jan 15 09:11:02 +0000 2011,RT @soyunhereje: Fallece reina de belleza de Sinaloa durante balacera http://t.co/xM37wjrV,rt @soyunhereje: fallece reina de belleza de sinaloa durante balacera http://t.co/xm37wjrv,#VALUE!,2
Tue Aug 04 16:00:12 +0000 2009,RT @soyunhereje: Fallece reina de belleza de Sinaloa durante balacera http://t.co/xM37wjrV,rt @soyunhereje: fallece reina de belleza de sinaloa durante balacera http://t.co/xm37wjrv,#VALUE!,2
Mon Jan 18 08:20:07 +0000 2010,RT @soyunhereje: Fallece reina de belleza de Sinaloa durante balacera http://t.co/xM37wjrV,rt @soyunhereje: fallece reina de belleza de sinaloa durante balacera http://t.co/xm37wjrv,#VALUE!,2
Wed Mar 31 23:46:32 +0000 2010,"RT @soyunhereje: Fallece reina de belleza de Sinaloa durante balacera http://t.co/OTE9y7cE // ya uno feo qué puede esperar, cualquier moment","rt @soyunhereje: fallece reina de belleza de sinaloa durante balacera http://t.co/ote9y7ce // ya uno feo qué puede esperar, cualquier moment",#VALUE!,2
Thu Jan 20 20:56:20 +0000 2011,"RT @SoyTamalito: —Hola, ¿Qué haces? —Casual en una balacera entre los federales y el narco, ¿y tú? —Enamorándome. —¡NO MAMES, TEN CUIDAD ...","rt @soytamalito: —hola, ¿qué haces? —casual en una balacera entre los federales y el narco, ¿y tú? —enamorándome. —¡no mames, ten cuidad ...",#VALUE!,-1
Wed Jul 07 23:41:20 +0000 2010,"RT @SoyMafioso: —Hubo una gran balacera.
—Bien, ¿y cuál es el saldo de los muertos?
—No sé, no revisamos sus celulares.","rt @soymafioso: —hubo una gran balacera.
—bien, ¿y cuál es el saldo de los muertos?
—no sé, no revisamos sus celulares.",#VALUE!,-1
Thu Dec 31 20:48:45 +0000 2009,"RT @SoyMafioso: —Hubo una gran balacera.
—Bien, ¿y cuál es el saldo de los muertos?
—No sé, no revisamos sus celulares.","rt @soymafioso: —hubo una gran balacera.
—bien, ¿y cuál es el saldo de los muertos?
—no sé, no revisamos sus celulares.",#VALUE!,-1
Tue Apr 12 17:59:04 +0000 2011,"RT @SoyMafioso: —Hubo una gran balacera.
—Bien, ¿y cuál es el saldo de los muertos?
—No sé, no revisamos sus celulares.","rt @soymafioso: —hubo una gran balacera.
—bien, ¿y cuál es el saldo de los muertos?
—no sé, no revisamos sus celulares.",#VALUE!,-1
Sat Oct 01 21:52:27 +0000 2011,"RT @SoyMafioso: —Hubo una gran balacera.
—Bien, ¿y cuál es el saldo de los muertos?
—No sé, no revisamos sus celulares.","rt @soymafioso: —hubo una gran balacera.
—bien, ¿y cuál es el saldo de los muertos?
—no sé, no revisamos sus celulares.",#VALUE!,-1
Tue Dec 29 00:08:43 +0000 2009,"RT @SoyMafioso: —Hubo una gran balacera.
—Bien, ¿y cuál es el saldo de los muertos?
—No sé, no revisamos sus celulares.","rt @soymafioso: —hubo una gran balacera.
—bien, ¿y cuál es el saldo de los muertos?
—no sé, no revisamos sus celulares.",#VALUE!,-1
Fri Jul 31 16:22:28 +0000 2009,"RT @SoyMafioso: —Hubo una gran balacera.
—Bien, ¿y cuál es el saldo de los muertos?
—No sé, no revisamos sus celulares.","rt @soymafioso: —hubo una gran balacera.
—bien, ¿y cuál es el saldo de los muertos?
—no sé, no revisamos sus celulares.",#VALUE!,-1
Fri Oct 15 16:10:46 +0000 2010,"RT @SoyMafioso: —Hubo una gran balacera.
—Bien, ¿y cuál es el saldo de los muertos?
—No sé, no revisamos sus celulares.","rt @soymafioso: —hubo una gran balacera.
—bien, ¿y cuál es el saldo de los muertos?
—no sé, no revisamos sus celulares.",#VALUE!,-1
Mon Oct 05 01:26:33 +0000 2009,"RT @SoyMafioso: —Hubo una gran balacera.
—Bien, ¿y cuál es el saldo de los muertos?
—No sé, no revisamos sus celulares.","rt @soymafioso: —hubo una gran balacera.
—bien, ¿y cuál es el saldo de los muertos?
—no sé, no revisamos sus celulares.",#VALUE!,-1
Sat Jan 07 00:12:38 +0000 2012,"RT @SoyMafioso: —Hubo una gran balacera.
—Bien, ¿y cuál es el saldo de los muertos?
—No sé, no revisamos sus celulares.","rt @soymafioso: —hubo una gran balacera.
—bien, ¿y cuál es el saldo de los muertos?
—no sé, no revisamos sus celulares.",#VALUE!,-1
Wed Jul 29 04:01:29 +0000 2009,"RT @SoyMafioso: —Hubo una gran balacera.
—Bien, ¿y cuál es el saldo de los muertos?
—No sé, no revisamos sus celulares.","rt @soymafioso: —hubo una gran balacera.
—bien, ¿y cuál es el saldo de los muertos?
—no sé, no revisamos sus celulares.",#VALUE!,-1
Fri Dec 03 19:03:16 +0000 2010,"RT @SoyMafioso: —Hubo una gran balacera.
—Bien, ¿y cuál es el saldo de los muertos?
—No sé, no revisamos sus celulares.","rt @soymafioso: —hubo una gran balacera.
—bien, ¿y cuál es el saldo de los muertos?
—no sé, no revisamos sus celulares.",#VALUE!,-1
Wed May 19 00:40:19 +0000 2010,"RT @SoyMafioso: —Hubo una gran balacera.
—Bien, ¿y cuál es el saldo de los muertos?
—No sé, no revisamos sus celulares.","rt @soymafioso: —hubo una gran balacera.
—bien, ¿y cuál es el saldo de los muertos?
—no sé, no revisamos sus celulares.",#VALUE!,-1
Sat Jul 03 05:22:50 +0000 2010,RT @sonypeortiz: Muere en balacera reina de Belleza de Sinaloa http://t.co/4cTciPxs /UPSSSS,rt @sonypeortiz: muere en balacera reina de belleza de sinaloa http://t.co/4ctcipxs /upssss,#VALUE!,2
Fri Jun 17 16:18:13 +0000 2011,"RT @sonora969: Intensa balacera cobra la vida de una persona y deja herida a otra, en la 30 calle Final Z.3, cerca del relleno sanitario ...","rt @sonora969: intensa balacera cobra la vida de una persona y deja herida a otra, en la 30 calle final z.3, cerca del relleno sanitario ...",#VALUE!,999
Sun Mar 18 04:07:54 +0000 2012,"RT @sonora969: Intensa balacera cobra la vida de una persona y deja herida a otra, en la 30 calle Final Z.3, cerca del relleno sanitario ...","rt @sonora969: intensa balacera cobra la vida de una persona y deja herida a otra, en la 30 calle final z.3, cerca del relleno sanitario ...",#VALUE!,999
Thu Feb 18 04:16:34 +0000 2010,"RT @sonora969: Intensa balacera cobra la vida de una persona y deja herida a otra, en la 30 calle Final Z.3, cerca del relleno sanitario ...","rt @sonora969: intensa balacera cobra la vida de una persona y deja herida a otra, en la 30 calle final z.3, cerca del relleno sanitario ...",#VALUE!,999
Fri Jun 10 00:40:06 +0000 2011,"RT @sonora969: Centro de salud de Canalitos z 24 hombre muerto baleado, boca del monte z 1, balacera.”","rt @sonora969: centro de salud de canalitos z 24 hombre muerto baleado, boca del monte z 1, balacera.”",#VALUE!,-1
Thu Oct 06 20:30:34 +0000 2011,"RT @sonora969: Centro de salud de Canalitos z 24 hombre muerto baleado, boca del monte z 1, balacera.”","rt @sonora969: centro de salud de canalitos z 24 hombre muerto baleado, boca del monte z 1, balacera.”",#VALUE!,-1
Fri Dec 23 06:56:11 +0000 2011,RT @sofiauriber: Balacera #noinventes,rt @sofiauriber: balacera #noinventes,#VALUE!,-1
Fri Jul 30 00:17:24 +0000 2010,RT @socorrolpe: Nuestra Belleza Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/eIIBIiHZ,rt @socorrolpe: nuestra belleza sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/eiibiihz,#VALUE!,2
Sat Mar 17 22:07:56 +0000 2012,"RT @SMCOMPUTADORAS: Fotogalería: Susana Flores Gámez, Miss Sinaloa, muerta en balacera http://t.co/YGAqW90t Y CON UNA VIDA POR DELANTE","rt @smcomputadoras: fotogalería: susana flores gámez, miss sinaloa, muerta en balacera http://t.co/ygaqw90t y con una vida por delante",#VALUE!,2
Tue May 15 03:24:49 +0000 2012,"RT @SMCOMPUTADORAS: Fotogalería: Susana Flores Gámez, Miss Sinaloa, muerta en balacera http://t.co/YGAqW90t Y CON UNA VIDA POR DELANTE","rt @smcomputadoras: fotogalería: susana flores gámez, miss sinaloa, muerta en balacera http://t.co/ygaqw90t y con una vida por delante",#VALUE!,2
Wed Mar 28 23:48:52 +0000 2012,"RT @SMCOMPUTADORAS: Fotogalería: Susana Flores Gámez, Miss Sinaloa, muerta en balacera http://t.co/YGAqW90t Y CON UNA VIDA POR DELANTE","rt @smcomputadoras: fotogalería: susana flores gámez, miss sinaloa, muerta en balacera http://t.co/ygaqw90t y con una vida por delante",#VALUE!,2
Sat Mar 17 21:38:08 +0000 2012,"RT @SMCOMPUTADORAS: Fotogalería: Susana Flores Gámez, Miss Sinaloa, muerta en balacera http://t.co/YGAqW90t Y CON UNA VIDA POR DELANTE","rt @smcomputadoras: fotogalería: susana flores gámez, miss sinaloa, muerta en balacera http://t.co/ygaqw90t y con una vida por delante",#VALUE!,2
Fri Jun 08 18:18:43 +0000 2012,"RT @SMCOMPUTADORAS: Fotogalería: Susana Flores Gámez, Miss Sinaloa, muerta en balacera http://t.co/YGAqW90t Y CON UNA VIDA POR DELANTE","rt @smcomputadoras: fotogalería: susana flores gámez, miss sinaloa, muerta en balacera http://t.co/ygaqw90t y con una vida por delante",#VALUE!,2
Mon May 14 20:31:25 +0000 2012,"RT @SMCOMPUTADORAS: Fotogalería: Susana Flores Gámez, Miss Sinaloa, muerta en balacera http://t.co/YGAqW90t Y CON UNA VIDA POR DELANTE","rt @smcomputadoras: fotogalería: susana flores gámez, miss sinaloa, muerta en balacera http://t.co/ygaqw90t y con una vida por delante",#VALUE!,2
Fri Feb 17 15:57:26 +0000 2012,"RT @SMCOMPUTADORAS: Fotogalería: Susana Flores Gámez, Miss Sinaloa, muerta en balacera http://t.co/YGAqW90t Y CON UNA VIDA POR DELANTE","rt @smcomputadoras: fotogalería: susana flores gámez, miss sinaloa, muerta en balacera http://t.co/ygaqw90t y con una vida por delante",#VALUE!,2
Thu Aug 19 20:04:44 +0000 2010,RT @sipse: Muere en balacera ex reina de belleza de Sinaloa http://t.co/TrTxjysX #México,rt @sipse: muere en balacera ex reina de belleza de sinaloa http://t.co/trtxjysx #méxico,#VALUE!,2
Wed Feb 01 04:32:22 +0000 2012,RT @sipse: Ex reina de belleza de Sinaloa muere al enfrentarse el novio con soldados. http://t.co/rpQcpq3z,rt @sipse: ex reina de belleza de sinaloa muere al enfrentarse el novio con soldados. http://t.co/rpqcpq3z,#VALUE!,2
Fri Jul 22 05:06:45 +0000 2011,RT @sinsuertebrian: Se escoge al Santos en el FIFA. Balacera.,rt @sinsuertebrian: se escoge al santos en el fifa. balacera.,#VALUE!,-1
Fri Jul 29 03:12:22 +0000 2011,"RT @Silv_via: Ni en Metrocentro pasan esas mamadas! ""Balacera"" en LGV, qué sigue ahora? Ataques armados en la iglesia?","rt @silv_via: ni en metrocentro pasan esas mamadas! ""balacera"" en lgv, qué sigue ahora? ataques armados en la iglesia?",#VALUE!,-1
Sun Aug 28 01:07:20 +0000 2011,"RT @shecanitoGT: Como comio frijoles purrrrrrrrrr sonaban los cuetasos ""@RolandoYaxon_: *sale a hacer balacera*""","rt @shecanitogt: como comio frijoles purrrrrrrrrr sonaban los cuetasos ""@rolandoyaxon_: *sale a hacer balacera*""",#VALUE!,-1
Mon Mar 28 17:30:03 +0000 2011,RT @shebelut: En una emisora. El Dj le pide a los oyentes que música quieren escuchar: y llama uno disque; Balacera. Por eso andamos com ...,rt @shebelut: en una emisora. el dj le pide a los oyentes que música quieren escuchar: y llama uno disque; balacera. por eso andamos com ...,#VALUE!,-1
Sun Jul 31 18:05:44 +0000 2011,RT @shebelut: En una emisora. El Dj le pide a los oyentes que música quieren escuchar: y llama uno disque; Balacera. Por eso andamos com ...,rt @shebelut: en una emisora. el dj le pide a los oyentes que música quieren escuchar: y llama uno disque; balacera. por eso andamos com ...,#VALUE!,-1
Mon Mar 26 09:00:27 +0000 2012,RT @shebelut: En una emisora. El Dj le pide a los oyentes que música quieren escuchar: y llama uno disque; Balacera. Por eso andamos com ...,rt @shebelut: en una emisora. el dj le pide a los oyentes que música quieren escuchar: y llama uno disque; balacera. por eso andamos com ...,#VALUE!,-1
Wed Dec 15 21:47:48 +0000 2010,RT @shebelut: En una emisora. El Dj le pide a los oyentes que música quieren escuchar: y llama uno disque; Balacera. Por eso andamos com ...,rt @shebelut: en una emisora. el dj le pide a los oyentes que música quieren escuchar: y llama uno disque; balacera. por eso andamos com ...,#VALUE!,-1
Wed Mar 02 22:00:39 +0000 2011,RT @shebelut: En una emisora. El Dj le pide a los oyentes que música quieren escuchar: y llama uno disque; Balacera. Por eso andamos com ...,rt @shebelut: en una emisora. el dj le pide a los oyentes que música quieren escuchar: y llama uno disque; balacera. por eso andamos com ...,#VALUE!,-1
Mon Apr 30 00:58:43 +0000 2012,RT @shebelut: En una emisora. El Dj le pide a los oyentes que música quieren escuchar: y llama uno disque; Balacera. Por eso andamos com ...,rt @shebelut: en una emisora. el dj le pide a los oyentes que música quieren escuchar: y llama uno disque; balacera. por eso andamos com ...,#VALUE!,-1
Fri Feb 10 02:09:26 +0000 2012,"RT @SexenioPue: Reina de Belleza de Sinaloa muere en balacera registrada en un municipio de la entidad, se trata de María Susana Flores  ...","rt @sexeniopue: reina de belleza de sinaloa muere en balacera registrada en un municipio de la entidad, se trata de maría susana flores  ...",#VALUE!,2
Fri Jun 24 05:33:53 +0000 2011,"RT @SexenioMX: Reina de Belleza de Sinaloa muere en balacera registrada en un municipio de la entidad, se trata de María Susana Flores h ...","rt @sexeniomx: reina de belleza de sinaloa muere en balacera registrada en un municipio de la entidad, se trata de maría susana flores h ...",#VALUE!,2
Thu Jun 10 03:16:30 +0000 2010,"RT @SexenioMX: Reina de Belleza de Sinaloa muere en balacera registrada en un municipio de la entidad, se trata de María Susana Flores h ...","rt @sexeniomx: reina de belleza de sinaloa muere en balacera registrada en un municipio de la entidad, se trata de maría susana flores h ...",#VALUE!,2
Thu Dec 23 00:36:17 +0000 2010,RT @serviprofer: Por Dios! ¿Ya es una moda? RT @Informe21: Reina de belleza muerta en balacera en México era del grupo de sicarios http: ...,rt @serviprofer: por dios! ¿ya es una moda? rt @informe21: reina de belleza muerta en balacera en méxico era del grupo de sicarios http: ...,#VALUE!,2
Mon Mar 16 22:40:53 +0000 2009,"RT @sdpnoticias: Nuestra Belleza Sinaloa expresa condolencias por muerte de Susana Flores Gámez, Miss Sinaloa, en balacera http://t.co/s ...","rt @sdpnoticias: nuestra belleza sinaloa expresa condolencias por muerte de susana flores gámez, miss sinaloa, en balacera http://t.co/s ...",#VALUE!,2
Thu Apr 08 00:50:54 +0000 2010,RT @sdpnoticias: Nuestra Belleza Sinaloa expresa condolencias por muerte de Miss en balacera http://t.co/dNsgz0bZ,rt @sdpnoticias: nuestra belleza sinaloa expresa condolencias por muerte de miss en balacera http://t.co/dnsgz0bz,#VALUE!,2
Wed Nov 18 18:15:51 +0000 2009,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/Tq3wMNuC,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/tq3wmnuc,#VALUE!,2
Mon Jan 23 17:33:14 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Tue Sep 28 16:11:27 +0000 2010,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Sun Jul 26 23:41:21 +0000 2009,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Thu Apr 08 00:50:54 +0000 2010,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Sat May 08 15:38:09 +0000 2010,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Wed Sep 14 11:51:28 +0000 2011,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Sun Jan 10 05:35:10 +0000 2010,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Tue Jul 12 04:47:04 +0000 2011,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Sat Oct 10 03:07:56 +0000 2009,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Wed Feb 02 05:58:42 +0000 2011,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Tue Feb 16 14:00:20 +0000 2010,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Sat Sep 15 19:40:27 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Fri Oct 15 21:30:28 +0000 2010,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Wed Mar 23 02:40:30 +0000 2011,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Wed Feb 22 17:14:00 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/MWkH70Yl,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/mwkh70yl,#VALUE!,2
Mon May 07 06:52:30 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Wed Aug 12 03:49:57 +0000 2009,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Mon Apr 23 16:06:47 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Thu Nov 26 01:49:14 +0000 2009,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Wed Apr 07 03:12:26 +0000 2010,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Tue Feb 08 00:49:35 +0000 2011,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Sun Jul 11 01:20:05 +0000 2010,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Sun Jan 09 17:36:45 +0000 2011,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Tue Oct 30 01:00:18 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Fri Apr 06 03:59:35 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Thu Apr 12 06:56:46 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Tue May 15 22:48:21 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Sun Sep 16 17:09:19 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Fri Dec 25 22:20:25 +0000 2009,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Mon May 07 04:57:59 +0000 2012,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
Sat Jul 18 02:55:40 +0000 2009,RT @sdpnoticias: Miss Sinaloa muere en balacera entre sicarios y el Ejército en el municipio de Mocorito http://t.co/KVWxF4aS,rt @sdpnoticias: miss sinaloa muere en balacera entre sicarios y el ejército en el municipio de mocorito http://t.co/kvwxf4as,#VALUE!,2
